principal_id	id	name	source_state	classification	legal_form	sector	contact_details_json	ceo_name	business_or_interest	lobbying_interests_prose
11489	WI-principal-11489	Graduation Alliance	WI				"[{""type"":""address"",""value"":""310 S Main St 12th Floor\nSalt Lake City, UT 84101"",""note"":""""},{""type"":""phone"",""value"":""(804) 955-9885"",""note"":""""},{""type"":""email"",""value"":""erin.luper@graduationalliance.com"",""note"":""""}]"	Ron Klausner	Graduation Alliance provides versatile pathways to high school graduation for youth and adults, fosters college and career exploration, and connects job creators to skilled and ready workers.	Graduation Alliance provides versatile pathways to high school graduation for youth and adults, fosters college and career exploration, and connects job creators to skilled and ready workers.
11492	WI-principal-11492	Wisconsin Association of School Nurses	WI				"[{""type"":""address"",""value"":""110 East Main Street, Ste 720\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 444-3727"",""note"":""""},{""type"":""email"",""value"":""jack@omearapublicaffairs.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wischoolnurses.org"",""note"":""""}]"	Jamie Trzebiatowski	Nurses working in school settings throughout the state.	WASN promotes the profession of school nursing in Wisconsin. Consistent with this goal, we advocate for the health of students in the school setting so that students are ready to learn and succeed. We also help to make sure other school employees and families are healthy. School nursing is an essential part of the state's public health infrastructure. Some of our advocacy relates to regulatory matters.
11493	WI-principal-11493	Centene Corporation on behalf of its affiliates and subsidiaries	WI				"[{""type"":""address"",""value"":""1150 Connecticut Avenue, Suite 1000\nWashington, DC 20036"",""note"":""""},{""type"":""phone"",""value"":""(703) 684-1110"",""note"":""""},{""type"":""email"",""value"":""compliance_WI_Centene@multistate.us"",""note"":""""}]"	Sarah  London	Healthcare	Health care. Legislation and administrative rules related to the health insurance industry and the Medicaid \ SSI Programs. Monitor and lobby on the Medicaid budget and provider rates.
11494	WI-principal-11494	DISH Network LLC	WI				"[{""type"":""address"",""value"":""1110 Vermont Avenue NW, Suite 450\nWashington, DC 20005"",""note"":""""},{""type"":""phone"",""value"":""(703) 684-1110"",""note"":""""},{""type"":""email"",""value"":""compliance_WI_DISH@multistate.us"",""note"":""""},{""type"":""website"",""value"":""http://www.dishnetwork.com"",""note"":""""}]"	Hamid  Akhavan	Satellite TV, Streaming, Broadband and Wireless Telecom	All issues relating to Satellite TV, Streaming, Broadband and Wireless Telecom.
11495	WI-principal-11495	JUUL Labs, Inc.	WI				"[{""type"":""address"",""value"":""1000 F Street, Suite 800\nWashington, DC 20006"",""note"":""""},{""type"":""phone"",""value"":""7819749022"",""note"":""""},{""type"":""email"",""value"":""compliance_WI_Juul@multistate.us"",""note"":""""},{""type"":""website"",""value"":""http://www.juul.com"",""note"":""""}]"	K.C. Crostwaithe	Nicotine, e-cigarettes, valuing, taxes, tobacco, flavor, electronic cigarettes and in addition to all matters related to the tobacco and nicotine industry.	Nicotine, e-cigarettes, valuing, taxes, tobacco, flavor, electronic cigarettes and in addition to all matters related to the tobacco and nicotine industry.
11496	WI-principal-11496	Maplebear Inc. d/b/a Instacart	WI				"[{""type"":""address"",""value"":""28 Liberty Ship Way, Suite 2815\nSausalito, CA 94965"",""note"":""""},{""type"":""phone"",""value"":""(415) 903-2800"",""note"":""""},{""type"":""email"",""value"":""instacart@politicomlaw.com"",""note"":""""},{""type"":""website"",""value"":""http://www.instacart.com"",""note"":""""}]"	Apoorva Mehta	App based delivery service	Matters affecting app based delivery services
11497	WI-principal-11497	Pharmaceutical Research and Manufacturers of America (PhRMA)	WI				"[{""type"":""address"",""value"":""670 Maine Ave SW, Suite 1000\nWashington, DC 20024"",""note"":""""},{""type"":""phone"",""value"":""(202) 835-3547"",""note"":""""},{""type"":""email"",""value"":""kmckay@phrma.org"",""note"":""""},{""type"":""website"",""value"":""http://www.phrma.org"",""note"":""""}]"	Stephen Ubl	Research and manufacturing pharmaceuticals organizations	All matters affecting the pharmaceuticals and health care industries
11498	WI-principal-11498	The Opportunity Center	WI				"[{""type"":""address"",""value"":""4701 N. Port Washington Rd Suite 101\nGlendale, WI 53212"",""note"":""""},{""type"":""phone"",""value"":""262-385-5738"",""note"":""""},{""type"":""email"",""value"":""Damian@taciwi.org"",""note"":""""},{""type"":""website"",""value"":""https://tocwi.org/"",""note"":""""}]"		None	Lobbying efforts are directed at supporting a funding request to construct the Opportunity Center, a premier, self-sustaining, fully-accessible sports complex.
11499	WI-principal-11499	Charter Communications Operating, LLC	WI				"[{""type"":""address"",""value"":""22 East Mifflin St, Suite 1010\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""608-288-6864"",""note"":""""},{""type"":""email"",""value"":""Adam.Raschka@charter.com"",""note"":""""}]"	Chris Winfrey	Cable TV, High Speed Internet and Telephone Communications	Cable TV, Broadband and Telecommunications Legislation, Taxes and the State Budget, Privacy and Consumer Legislation
11501	WI-principal-11501	Hunger Task Force	WI				"[{""type"":""address"",""value"":""5000 W. Electric Ave\nWest Milwaukee, WI 53219"",""note"":""""},{""type"":""phone"",""value"":""(414) 238-6480"",""note"":""""},{""type"":""email"",""value"":""lisa@hungertaskforce.org"",""note"":""""},{""type"":""website"",""value"":""http://www.hungertaskforce.org"",""note"":""""}]"		Anti-hunger organization that works on food security and nutrition issues	Our agency is concerned with issues related to federal and state nutrition programs, including WIC, TEFAP, summer food, school meals, CSFP, Foodshare/SNAP, and CACFP.  In addition, we are concerned with health and safety policies that may impact our network of emergency food providers
11502	WI-principal-11502	Northern Natural Gas Company	WI				"[{""type"":""address"",""value"":""1111 So 103 St.\nOmaha, NE 68124"",""note"":""""},{""type"":""phone"",""value"":""(402) 398-7376"",""note"":""""},{""type"":""email"",""value"":""Kirk.Lavengood@nngo.com"",""note"":""""},{""type"":""website"",""value"":""http://www.northernnaturalgas.com"",""note"":""""}]"	Laura Demman	Interstate Natural Gas Pipeline	Energy policy; eminent domain; interstate utility regulation; pipeline safety; and any issues affecting natural gas.
11503	WI-principal-11503	Create Wisconsin	WI				"[{""type"":""address"",""value"":""Box 1054\nMadison, WI 53701"",""note"":""""},{""type"":""phone"",""value"":""(608) 255-8316"",""note"":""""},{""type"":""email"",""value"":""info@createwisconsin.org"",""note"":""""},{""type"":""website"",""value"":""http://www.createwisconsin.org"",""note"":""""}]"		Wisconsin's creative sector	We will address asset- and community-based cultural development, diversifying Wisconsin's economy through local, regional and state investment in the arts and creative  development, integrating the arts into the educational process for all Wisconsin students, strengthening quality of life and community vitality throughout the state and engaging Wisconsin residents through the arts.
11504	WI-principal-11504	Humane World for Animals	WI				"[{""type"":""address"",""value"":""1255 23rd St., NW, Suite 450\nWashington, DC 20037"",""note"":""""},{""type"":""phone"",""value"":""202-452-1100"",""note"":""""},{""type"":""email"",""value"":""lobbyingreports@humanesociety.org"",""note"":""""},{""type"":""website"",""value"":""https://www.humaneworld.org/"",""note"":""""}]"		Animal protection	Humane treatment of all animals including wildlife, exotic (non-native) species, companion animals and farm animals.
11505	WI-principal-11505	Wisconsin Water Well Association Inc	WI				"[{""type"":""address"",""value"":""6737 W Washington Street\nMilwaukee, WI 53214"",""note"":""""},{""type"":""phone"",""value"":""414-488-3908"",""note"":""""},{""type"":""email"",""value"":""info@wisconsinwaterwell.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wisconsinwaterwell.com"",""note"":""""}]"	Rick Peterson	Well drillers and pump installers and others interested in groundwater issues.	Legislation and rules affecting well construction, high capacity wells, licensing and registration of companies/individuals, groundwater protection, water conservation, geothermal drill holes, construction contracts, and economic development.
11507	WI-principal-11507	Plumbing Heating Cooling Contractors Association - Wisconsin	WI				"[{""type"":""address"",""value"":""PO Box 833\nGermantwon, WI 53022"",""note"":""""},{""type"":""phone"",""value"":""4143312059"",""note"":""""},{""type"":""email"",""value"":""mail@phcc-wi.org"",""note"":""""},{""type"":""website"",""value"":""http://www.phcc-wi.org"",""note"":""""}]"	Jeffrey Beiriger	Association representing plumbing, heating, and cooling contractors in Wisconsin, along with industry manufacturers, suppliers, and other service providers.	All matters related to plumbing and HVAC codes as well as licensing of individuals performing said work and the training of individuals pursuing journey-level status through apprenticeship programs, and continuing education thereafter.
11508	WI-principal-11508	Flock Group, Inc. dba Flock Safety	WI				"[{""type"":""address"",""value"":""28 Liberty Ship Way, Suite 2815\nSausalito, CA 94965"",""note"":""""},{""type"":""phone"",""value"":""415 903-2800"",""note"":""""},{""type"":""email"",""value"":""flock@politicomlaw.com"",""note"":""""}]"	Garrett  Langley	Law enforcement safety platform	Issues impacting the use of law enforcement safety technology
11509	WI-principal-11509	American Coating Association	WI				"[{""type"":""address"",""value"":""901 New York Ave NW Suite 300 West\nWashington DC, DC 20001"",""note"":""""},{""type"":""phone"",""value"":""2027193686"",""note"":""""},{""type"":""email"",""value"":""hmcauliffe@paint.org"",""note"":""""}]"	J. Andrew Doyle	Represents the paint and coating industry	Environmental aspects of consumers returning unused paint and coating products.   Any legislation or rule  related to paint or coating products
11510	WI-principal-11510	American Chemistry Council	WI				"[{""type"":""address"",""value"":""107 E 5th Street, Suite 201\nDes Moines, IA 50309"",""note"":""""},{""type"":""phone"",""value"":""(515) 471-1957"",""note"":""""},{""type"":""email"",""value"":""marcus_brandstad@americanchemistry.com"",""note"":""""},{""type"":""website"",""value"":""http://www.americanchemistry.com/"",""note"":""""}]"	Chris Jahn	Advocacy for chemical/plastics issues state legislation and regulation.	Any legislation which addresses Wisconsin's recycling law and recycling funding issues; manufacturer's responsibility; any plastic-specific legislation, DNR issues, chemical issues, plastics issues. PFAS legislation and agency rules; Building codes
11511	WI-principal-11511	Wisconsin Amusement and Music Operators	WI				"[{""type"":""address"",""value"":""12565 W. Lisbon Rd\nBrookfield, WI 53005"",""note"":""""},{""type"":""phone"",""value"":""262 790 0321"",""note"":""""},{""type"":""email"",""value"":""mike@wisconsinpandp.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wamo.net/"",""note"":""""}]"	Mike Weigel	Education, promotion and protection of the digital and coin-operated recreational industry.	"Matters affecting the music and games sector and customers including regulation and taxes.
Tax credits"
11512	WI-principal-11512	Bowling Centers Association of Wisconsin	WI				"[{""type"":""address"",""value"":""21140 W Capitol Drive #5\nPewaukee, WI 53072"",""note"":""""},{""type"":""phone"",""value"":""(262) 783-4292 x102"",""note"":""""},{""type"":""email"",""value"":""roger.dalkin@bowlwi.com"",""note"":""""},{""type"":""website"",""value"":""http://www.bowlwi.com/"",""note"":""""}]"	Roger Dalkin	Trade group representing the interests of its member bowling centers	Areas of interest include changes in liquor laws, personal property tax and sales tax affecting the business operation of bowling centers.
11513	WI-principal-11513	Wisconsin Podiatric Medical Association (formerly Wisconsin Society of Podiatric Medicine)	WI				"[{""type"":""address"",""value"":""1465 Arcade Street\nSt. Paul, Mn 55106"",""note"":""""},{""type"":""phone"",""value"":""(608) 844 8538"",""note"":""""},{""type"":""email"",""value"":""marit.sivertson@wisconsinpodiatrist.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wisconsinpodiatrists.com/"",""note"":""""}]"	William Yoder	Organization represents doctors of podiatric medicine and surgery.	This organization has interest in matters medical on a legislative and regulatory level with particular emphasis on legislation and administrative rules which directly impact the practice of podiatric medicine, such as the regulations governing the activities of managed care organizations (MCOs) and HMOs, service corporation issues, regulation of the practices of podiatric physicians and their compliance with rules, regulations and disciplinary actions affecting them.
