principal_id	bucket	item_id	item_name	item_description	period_label	percent
11541	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	30%
11541	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 July - December	40%
11541	Legislative Bills/Resolutions	24908	Assembly Bill 174	Relating to: transmission facilities; installation of large wind energy, large solar energy, and battery energy storage systems; installation of light-mitigating technology systems; and prioritizing nuclear energy resources. (FE)	2025 January - June	5%
11541	Legislative Bills/Resolutions	25627	Assembly Bill 472	Relating to: a nuclear energy generation tax credit; prioritizing nuclear energy resources; approval of certain electric tariffs for very large customers; and authorizing electric utilities to recover certain precertification costs through rates. (FE)	2025 July - December	10%
11541	Topics Not Yet Assigned A Bill Or Rule Number	59344	Relating to incumbent transmission facility owner rights		2025 January - June	25%
11541	Topics Not Yet Assigned A Bill Or Rule Number	59346	Issues related to transmission siting.		2025 July - December	10%
11542	Budget Bill Subjects	1227	Administration: Housing and Community Development		2025 January - June	1%
11542	Budget Bill Subjects	1227	Administration: Housing and Community Development		2025 July - December	5%
11542	Budget Bill Subjects	1230	Agriculture, Trade, and Consumer Protection: Food Safety and Consumer Protection		2025 January - June	2%
11542	Budget Bill Subjects	1230	Agriculture, Trade, and Consumer Protection: Food Safety and Consumer Protection		2025 July - December	5%
11542	Budget Bill Subjects	1257	Financial Institutions: Departmentwide		2025 January - June	1%
11542	Budget Bill Subjects	1335	Wisconsin Economic Development Corporation		2025 January - June	1%
11542	Budget Bill Subjects	1342	Budget Stabilization Fund		2025 January - June	1%
11542	Budget Bill Subjects	1355	Housing and Development Authority: Departmentwide		2025 January - June	2%
11542	Budget Bill Subjects	1355	Housing and Development Authority: Departmentwide		2025 July - December	5%
11542	Legislative Bills/Resolutions	24829	Assembly Bill 142	Relating to: algorithmic software for residential housing, and providing a penalty.	2025 January - June	1%
11542	Legislative Bills/Resolutions	24829	Assembly Bill 142	Relating to: algorithmic software for residential housing, and providing a penalty.	2025 July - December	1%
11542	Legislative Bills/Resolutions	24843	Senate Bill 142	Relating to: algorithmic software for residential housing, and providing a penalty.	2025 January - June	1%
11542	Legislative Bills/Resolutions	24843	Senate Bill 142	Relating to: algorithmic software for residential housing, and providing a penalty.	2025 July - December	1%
11542	Legislative Bills/Resolutions	24972	Senate Bill 206	Relating to: voidable provisions in residential rental agreements and the application of the Wisconsin Consumer Act to leases. (FE)	2025 January - June	5%
11542	Legislative Bills/Resolutions	24972	Senate Bill 206	Relating to: voidable provisions in residential rental agreements and the application of the Wisconsin Consumer Act to leases. (FE)	2025 July - December	10%
11542	Legislative Bills/Resolutions	24991	Assembly Bill 202	Relating to: voidable provisions in residential rental agreements and the application of the Wisconsin Consumer Act to leases. (FE)	2025 January - June	75%
11542	Legislative Bills/Resolutions	24991	Assembly Bill 202	Relating to: voidable provisions in residential rental agreements and the application of the Wisconsin Consumer Act to leases. (FE)	2025 July - December	50%
11542	Legislative Bills/Resolutions	25439	Assembly Bill 383	Relating to: the veterans housing and recovery program and making an appropriation. (FE)	2025 July - December	1%
11542	Legislative Bills/Resolutions	25446	Senate Bill 385	Relating to: the veterans housing and recovery program and making an appropriation. (FE)	2025 July - December	2%
11542	Legislative Bills/Resolutions	25508	Senate Bill 411	Relating to: the University of Wisconsin Missing-in-Action Recovery and Identification Project, funding for the veterans housing and recovery program, eligibility changes for the veterans and surviving spouses property tax credit, and making an appropriation. (FE)	2025 July - December	1%
11542	Legislative Bills/Resolutions	25527	Senate Bill 426	Relating to: registration of trailers used for transporting manufactured housing units. (FE)	2025 July - December	2%
11542	Legislative Bills/Resolutions	25528	Senate Bill 427	Relating to: requirements for the rental of mobile and manufactured homes. (FE)	2025 July - December	1%
11542	Legislative Bills/Resolutions	25542	Assembly Bill 424	Relating to: requirements for the rental of mobile and manufactured homes. (FE)	2025 July - December	2%
11542	Legislative Bills/Resolutions	25543	Assembly Bill 425	Relating to: registration of trailers used for transporting manufactured housing units. (FE)	2025 July - December	2%
11542	Legislative Bills/Resolutions	25546	Assembly Bill 428	Relating to: the University of Wisconsin Missing-in-Action Recovery and Identification Project, funding for the veterans housing and recovery program, eligibility changes for the veterans and surviving spouses property tax credit, and making an appropriation. (FE)	2025 July - December	2%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59354	Regulation of landlord/tenant relationship including housing vouchers, evictions, rent abatement & rent control, funding for tenants' moving and storage costs and stays of eviction writs.		2025 January - June	1%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59354	Regulation of landlord/tenant relationship including housing vouchers, evictions, rent abatement & rent control, funding for tenants' moving and storage costs and stays of eviction writs.		2025 July - December	2%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59355	Homelessness - Wisconsin Interagency Council on Homelessness Report and possible legislation regarding same; funding from federal or state sources to alleviate Homelessness.		2025 January - June	1%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59355	Homelessness - Wisconsin Interagency Council on Homelessness Report and possible legislation regarding same; funding from federal or state sources to alleviate Homelessness.		2025 July - December	1%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59356	Action by any state agency establishing programs or guidance for the distribution of federal or state funds for housing purposes.		2025 January - June	1%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59356	Action by any state agency establishing programs or guidance for the distribution of federal or state funds for housing purposes.		2025 July - December	2%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59357	Notice provisions in chapter 704 and chapter 799 relating to availability of mediation in landlord/tenant matters and evictions.		2025 January - June	1%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59357	Notice provisions in chapter 704 and chapter 799 relating to availability of mediation in landlord/tenant matters and evictions.		2025 July - December	3%
11542	Topics Not Yet Assigned A Bill Or Rule Number	59358	Regulation of landlord/tenant relationships by the DATCP under Admin Code Chap. 134; clarifying scope of current rules and enforcement practices.		2025 January - June	1%
11542	Topics Not Yet Assigned A Bill Or Rule Number	63334	Wisconsin Circuit Court Access System		2025 July - December	2%
11543	Budget Bill Subjects	1298	Public Instruction: Educational Leadership		2025 January - June	10%
11543	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	30%
11543	Legislative Bills/Resolutions	25720	Assembly Bill 504	Relating to: including with the property tax bill information about state aid reduction to school districts. (FE)	2025 July - December	3%
11543	Topics Not Yet Assigned A Bill Or Rule Number	62734	K-12 Education Funding		2025 January - June	56%
11543	Topics Not Yet Assigned A Bill Or Rule Number	62734	K-12 Education Funding		2025 July - December	87%
11543	Topics Not Yet Assigned A Bill Or Rule Number	62735	Changes to law affecting school board elections		2025 January - June	4%
